"Call","Date","Prec","Check","Sec","Class","ClassWFD","SpcNum","Name","State","County","Grid","1010","CWOps","Pwr","Future","Future","Future","Future","Future"
"KU4FX","2024/10/16","","98","WCF","","","","","FL","","","","","","","","","","",""
"KU4GW","2024/10/16","","96","NC","","","","","NC","","","","","","","","","","",""
"KU4MA","2024/10/16","","63","VA","","","","","VA","","","","","","","","","","",""
"KU4MT","2024/10/16","","95","GA","","","","","GA","","","","","","","","","","",""
"KU4NY","2024/10/16","","68","TN","","","","","TN","","","","","","","","","","",""
"KU4OS","2024/10/16","","81","SFL","","","","","FL","","","","","","","","","","",""
"KU4UK","2024/10/16","","79","AL","","","","","AL","","","","","","","","","","",""
"KU4UV","2024/10/16","","92","KY","","","","","KY","","","","","","","","","","",""
"KU4VY","2024/10/16","","84","AL","","","","","VA","","","","","","","","","","",""
"KU4YW","2024/10/16","","83","VA","","","","","VA","","","","","","","","","","",""
"KU5B","2024/10/16","","2","STX","","","","","TX","","","","","","","","","","",""
"KU5S","2024/10/16","","79","WTX","","","","","TX","","","","","","","","","","",""
"KU6CW","2024/10/16","","56","SDG","","","","","CA","","","","","","","","","","",""
"KU6J","2024/10/16","","77","SV","","","","","CA","","","","","","","","","","",""
"KU6T","2024/10/16","","0","LAX","","","","","CA","","","","","","","","","","",""
"KU7I","2024/10/16","","80","NM","","","","","NM","","","","","","","","","","",""
"KU7K","2024/10/16","","75","OR","","","","","OR","","","","","","","","","","",""
"KU7T","2024/10/16","","98","WWA","","","","","WA","","","","","","","","","","",""
"KU7Y","2024/10/16","","55","ID","","","","","ID","","","","","","","","","","",""
"KU8E","2024/10/16","","76","GA","","","","","GA","","","","","","","","","","",""
"KU8V","2024/10/16","","99","VA","","","","","VA","","","","","","","","","","",""
"KU8Z","2024/10/16","","80","VA","","","","","VA","","","","","","","","","","",""
"KU9V","2024/10/16","","12","IN","","","","","IN","","","","","","","","","","",""
"KU9Z","2024/10/16","","78","IL","","","","","IL","","","","","","","","","","",""
"KV0I","2024/10/16","","61","NE","","","","","NE","","","","","","","","","","",""
"KV0Q","2024/10/16","","64","CO","","","","","CO","","","","","","","","","","",""
"KV1B","2024/10/16","","10","ME","","","","","ME","","","","","","","","","","",""
"KV1J","2024/10/16","","67","ME","","","","","ME","","","","","","","","","","",""
"KV1R","2024/10/16","","88","EMA","","","","","MA","","","","","","","","","","",""
"KV2C","2024/10/16","","7","VA","","","","","VA","","","","","","","","","","",""
"KV2M","2024/10/16","","97","SNJ","","","","","NJ","","","","","","","","","","",""
"KV2R","2024/10/16","","97","SNJ","","","","","NJ","","","","","","","","","","",""
"KV2X","2024/10/16","","64","WNY","","","","","NY","","","","","","","","","","",""
"KV3B","2024/10/16","","87","VA","","","","","VA","","","","","","","","","","",""
"KV3R","2024/10/16","","93","WV","","","","","WV","","","","","","","","","","",""
"KV3T","2024/10/16","","15","IL","","","","","IL","","","","","","","","","","",""
"KV3W","2024/10/16","","73","VA","","","","","VA","","","","","","","","","","",""
"KV4CN","2024/10/16","","94","NC","","","","","NC","","","","","","","","","","",""
"KV4DJ","2024/10/16","","76","STX","","","","","TX","","","","","","","","","","",""
"KV4DX","2024/10/16","","89","KY","","","","","KY","","","","","","","","","","",""
"KV4JK","2024/10/16","","12","VA","","","","","VA","","","","","","","","","","",""
"KV4KY","2024/10/16","","12","VA","","","","","VA","","","","","","","","","","",""
"KV4LV","2024/10/16","","12","SC","","","","","SC","","","","","","","","","","",""
"KV4MO","2024/10/16","","13","TN","","","","","TN","","","","","","","","","","",""
"KV4PY","2024/10/16","","96","VA","","","","","VA","","","","","","","","","","",""
"KV4QS","2024/10/16","","11","SFL","","","","","FL","","","","","","","","","","",""
"KV4TH","2024/10/16","","13","SC","","","","","SC","","","","","","","","","","",""
"KV5GA","2024/10/16","","95","LA","","","","","LA","","","","","","","","","","",""
"KV5Q","2024/10/16","","68","NTX","","","","","TX","","","","","","","","","","",""
"KV6O","2024/10/16","","3","CO","","","","","CO","","","","","","","","","","",""
"KV7DX","2024/10/16","","70","AZ","","","","","AZ","","","","","","","","","","",""
"KV7N","2024/10/16","","76","ID","","","","","ID","","","","","","","","","","",""
"KV7S","2024/10/16","","72","NV","","","","","NV","","","","","","","","","","",""
"KV8Q","2024/10/16","","61","OH","","","","","OH","","","","","","","","","","",""
"KV8S","2024/10/16","","78","LA","","","","","LA","","","","","","","","","","",""
"KV8Z","2024/10/16","","2","OH","","","","","OH","","","","","","","","","","",""
"KV9O","2024/10/16","","0","WI","","","","","WI","","","","","","","","","","",""
"KV9R","2024/10/16","","2","IN","","","","","IN","","","","","","","","","","",""
"KV9W","2024/10/16","","9","IN","","","","","IN","","","","","","","","","","",""
"KW0A","2024/10/16","","68","IL","","","","","IL","","","","","","","","","","",""
"KW0U","2024/10/16","","77","MN","","","","","MN","","","","","","","","","","",""
"KW1K","2024/10/16","","58","CT","","","","","CT","","","","","","","","","","",""
"KW2D","2024/10/16","","76","ENY","","","","","NY","","","","","","","","","","",""
"KW2Y","2024/10/16","","15","NNY","","","","","NY","","","","","","","","","","",""
"KW3U","2024/10/16","","66","EPA","","","","","PA","","","","","","","","","","",""
"KW3W","2024/10/16","","93","MDC","","","","","MD","","","","","","","","","","",""
"KW4CW","2024/10/16","","73","VA","","","","","VA","","","","","","","","","","",""
"KW4DA","2024/10/16","","74","NC","","","","","NC","","","","","","","","","","",""
"KW4E","2024/10/16","","64","GA","","","","","GA","","","","","","","","","","",""
"KW4FL","2024/10/16","","60","WCF","","","","","FL","","","","","","","","","","",""
"KW4G","2024/10/16","","0","SFL","","","","","FL","","","","","","","","","","",""
"KW4J","2024/10/16","","69","AL","","","","","AL","","","","","","","","","","",""
"KW4JS","2024/10/16","","93","TN","","","","","TN","","","","","","","","","","",""
"KW4MB","2024/10/16","","13","WCF","","","","","FL","","","","","","","","","","",""
"KW5RF","2024/10/16","","77","AR","","","","","AR","","","","","","","","","","",""
"KW6ACK","2024/10/16","","93","ORG","","","","","CA","","","","","","","","","","",""
"KW6EZ","2024/10/16","","93","SF","","","","","CA","","","","","","","","","","",""
"KW6S","2024/10/16","","71","SCV","","","","","CA","","","","","","","","","","",""
"KW7I","2024/10/16","","4","OR","","","","","OR","","","","","","","","","","",""
"KW7J","2024/10/16","","5","EWA","","","","","WA","","","","","","","","","","",""
"KW7MM","2024/10/16","","93","AZ","","","","","AZ","","","","","","","","","","",""
"KW7N","2024/10/16","","58","EWA","","","","","WA","","","","","","","","","","",""
"KW7WP","2024/10/16","","65","OR","","","","","OR","","","","","","","","","","",""
"KW8D","2024/10/16","","18","KY","","","","","KY","","","","","","","","","","",""
"KW8I","2024/10/16","","70","WV","","","","","WV","","","","","","","","","","",""
"KW8N","2024/10/16","","71","OH","","","","","OH","","","","","","","","","","",""
"KW8W","2024/10/16","","82","OH","","","","","OH","","","","","","","","","","",""
"KW9E","2024/10/16","","74","WI","","","","","WI","","","","","","","","","","",""
"KW9U","2024/10/16","","82","IL","","","","","IL","","","","","","","","","","",""
"KX1E","2024/10/16","","56","ME","","","","","ME","","","","","","","","","","",""
"KX1W","2024/10/16","","71","ENY","","","","","NY","","","","","","","","","","",""
"KX1X","2024/10/16","","97","WMA","","","","","MA","","","","","","","","","","",""
"KX2P","2024/10/16","","60","CO","","","","","CO","","","","","","","","","","",""
"KX4AV","2024/10/16","","17","KY","","","","","KY","","","","","","","","","","",""
"KX4FR","2024/10/16","","78","TN","","","","","TN","","","","","","","","","","",""
"KX4LEO","2024/10/16","","18","NFL","","","","","FL","","","","","","","","","","",""
"KX4M","2024/10/16","","81","AL","","","","","AL","","","","","","","","","","",""
"KX4MR","2024/10/16","","17","TN","","","","","TN","","","","","","","","","","",""
"KX5U","2024/10/16","","79","NFL","","","","","FL","","","","","","","","","","",""
"KX6B","2024/10/16","","68","SCV","","","","","CA","","","","","","","","","","",""
"KX6C","2024/10/16","","67","SCV","","","","","CA","","","","","","","","","","",""
"KX6X","2024/10/16","","69","AZ","","","","","AZ","","","","","","","","","","",""
"KX7L","2024/10/16","","70","WWA","","","","","WA","","","","","","","","","","",""
"KX7M","2024/10/16","","84","EB","","","","","CA","","","","","","","","","","",""
"KX7TL","2024/10/16","","0","AZ","","","","","AZ","","","","","","","","","","",""
"KX7YT","2024/10/16","","68","OR","","","","","OR","","","","","","","","","","",""
"KX9DX","2024/10/16","","78","IN","","","","","IN","","","","","","","","","","",""
"KX9X","2024/10/16","","82","IL","","","","","IL","","","","","","","","","","",""
"KY0Q","2024/10/16","","68","IL","","","","","IL","","","","","","","","","","",""
"KY1B","2024/10/16","","82","EMA","","","","","MA","","","","","","","","","","",""
"KY1RK","2024/10/16","","9","KY","","","","","KY","","","","","","","","","","",""
"KY1RQ","2024/10/16","","9","KY","","","","","KY","","","","","","","","","","",""
"KY1V","2024/10/16","","74","KY","","","","","KY","","","","","","","","","","",""
"KY2H","2024/10/16","","65","WNY","","","","","NY","","","","","","","","","","",""
"KY2K","2024/10/16","","5","WCF","","","","","FL","","","","","","","","","","",""
"KY3W","2024/10/16","","85","EPA","","","","","PA","","","","","","","","","","",""
"KY4A","2024/10/16","","73","KY","","","","","KY","","","","","","","","","","",""
"KY4AA","2024/10/16","","1","KY","","","","","KY","","","","","","","","","","",""
"KY4BX","2024/10/16","","17","GA","","","","","GA","","","","","","","","","","",""
"KY4CT","2024/10/16","","1","TN","","","","","TN","","","","","","","","","","",""
"KY4F","2024/10/16","","70","AL","","","","","AL","","","","","","","","","","",""
"KY4GS","2024/10/16","","21","SC","","","","","","","","","","","","","","","",""
"KY4J","2024/10/16","","82","KY","","","","","KY","","","","","","","","","","",""
"KY4KY","2024/10/16","","96","KY","","","","","KY","","","","","","","","","","",""
"KY4L","2024/10/16","","77","TN","","","","","TN","","","","","","","","","","",""
"KY4P","2024/10/16","","57","NC","","","","","NC","","","","","","","","","","",""
"KY4Q","2024/10/16","","68","IL","","","","","IL","","","","","","","","","","",""
"KY5R","2024/10/16","","63","AL","","","","","AL","","","","","","","","","","",""
"KY5S","2024/10/16","","75","NTX","","","","","TX","","","","","","","","","","",""
"KY5V","2024/10/16","","97","STX","","","","","TX","","","","","","","","","","",""
"KY6LA","2024/10/16","","58","SDG","","","","","CA","","","","","","","","","","",""
"KY7K","2024/10/16","","5","AZ","","","","","AZ","","","","","","","","","","",""
"KY7M","2024/10/16","","62","AZ","","","","","AZ","","","","","","","","","","",""
"KY7Q","2024/10/16","","0","WY","","","","","WY","","","","","","","","","","",""
"KZ1A","2024/10/16","","65","VA","","","","","VA","","","","","","","","","","",""
"KZ1M","2024/10/16","","63","CT","","","","","CT","","","","","","","","","","",""
"KZ1O","2024/10/16","","68","NFL","","","","","FL","","","","","","","","","","",""
"KZ1X","2024/10/16","","79","NC","","","","","NC","","","","","","","","","","",""
"KZ2A","2024/10/16","","78","NNJ","","","","","NJ","","","","","","","","","","",""
"KZ2I","2024/10/16","","64","SNJ","","","","","NJ","","","","","","","","","","",""
"KZ2K","2024/10/16","","90","WNY","","","","","NY","","","","","","","","","","",""
"KZ2V","2024/10/16","","80","SCV","","","","","CA","","","","","","","","","","",""
"KZ3MW","2024/10/16","","68","EPA","","","","","PA","","","","","","","","","","",""
"KZ3X","2024/10/16","","77","EPA","","","","","PA","","","","","","","","","","",""
"KZ5A","2024/10/16","","64","NTX","","","","","TX","","","","","","","","","","",""
"KZ5D","2024/10/16","","57","LA","","","","","LA","","","","","","","","","","",""
"KZ5J","2024/10/16","","70","STX","","","","","TX","","","","","","","","","","",""
"KZ5JH","2024/10/16","","96","WCF","","","","","FL","","","","","","","","","","",""
"KZ6T","2024/10/16","","9","SF","","","","","CA","","","","","","","","","","",""
"KZ6X","2024/10/16","","63","ID","","","","","ID","","","","","","","","","","",""
"KZ7O","2024/10/16","","0","UT","","","","","UT","","","","","","","","","","",""
"KZ8E","2024/10/16","","95","WV","","","","","WV","","","","","","","","","","",""
"KZ8TDP","2024/10/16","","17","MI","","","","","MI","","","","","","","","","","",""
"KZ9V","2024/10/16","","74","WI","","","","","WI","","","","","","","","","","",""
"N0AC","2024/10/16","","78","IA","","","","","IA","","","","","","","","","","",""
"N0ACW","2024/10/16","","59","CO","","","","","CO","","","","","","","","","","",""
"N0ADF","2024/10/16","","59","SFL","","","","","FL","","","","","","","","","","",""
"N0ADQ","2024/10/16","","72","MN","","","","","MN","","","","","","","","","","",""
"N0AFT","2024/10/16","","78","MO","","","","","MO","","","","","","","","","","",""
"N0AH","2024/10/16","","95","CO","","","","","CO","","","","","","","","","","",""
"N0AJN","2024/10/16","","10","CO","","","","","CO","","","","","","","","","","",""
"N0AKF","2024/10/16","","0","IA","","","","","IA","","","","","","","","","","",""
"N0ANP","2024/10/16","","7","MN","","","","","MN","","","","","","","","","","",""
"N0AT","2024/10/16","","64","MN","","","","","MN","","","","","","","","","","",""
"N0AV","2024/10/16","","68","IA","","","","","IA","","","","","","","","","","",""
"N0AVK","2024/10/16","","77","IA","","","","","IA","","","","","","","","","","",""
"N0AW","2024/10/16","","92","CO","","","","","CO","","","","","","","","","","",""
"N0AX","2024/10/16","","72","MO","","","","","MO","","","","","","","","","","",""
"N0AXE","2024/10/16","","13","CO","","","","","CO","","","","","","","","","","",""
"N0AY","2024/10/16","","71","CO","","","","","CO","","","","","","","","","","",""
"N0BDS","2024/10/16","","77","MO","","","","","MO","","","","","","","","","","",""
"N0BGO","2024/10/16","","79","MN","","","","","MN","","","","","","","","","","",""
"N0BHT","2024/10/16","","79","CO","","","","","CO","","","","","","","","","","",""
"N0BK","2024/10/16","","3","MN","","","","","MN","","","","","","","","","","",""
"N0BM","2024/10/16","","65","MN","","","","","MN","","","","","","","","","","",""
"N0BN","2024/10/16","","99","OH","","","","","OH","","","","","","","","","","",""
"N0BQ","2024/10/16","","60","CO","","","","","CO","","","","","","","","","","",""
"N0BUI","2024/10/16","","63","MN","","","","","MN","","","","","","","","","","",""
"N0CQV","2024/10/16","","79","CO","","","","","CO","","","","","","","","","","",""
"N0CRL","2024/10/16","","1","NE","","","","","NE","","","","","","","","","","",""
"N0CS","2024/10/16","","17","KS","","","","","KS","","","","","","","","","","",""
"N0DA","2024/10/16","","70","OR","","","","","OR","","","","","","","","","","",""
"N0DH","2024/10/16","","65","MN","","","","","MN","","","","","","","","","","",""
"N0DIM","2024/10/16","","13","GA","","","","","GA","","","","","","","","","","",""
"N0DL","2024/10/16","","74","SD","","","","","","","","","","","","","","","",""
"N0ECK","2024/10/16","","11","MN","","","","","MN","","","","","","","","","","",""
"N0EG","2024/10/16","","89","KS","","","","","KS","","","","","","","","","","",""
"N0EI","2024/10/16","","60","KS","","","","","KS","","","","","","","","","","",""
"N0EID","2024/10/16","","82","MO","","","","","MO","","","","","","","","","","",""
"N0EKM","2024/10/16","","82","MN","","","","","MN","","","","","","","","","","",""
"N0EMU","2024/10/16","","3","CO","","","","","CO","","","","","","","","","","",""
"N0ENG","2024/10/16","","84","STX","","","","","TX","","","","","","","","","","",""
"N0EO","2024/10/16","","86","MN","","","","","MN","","","","","","","","","","",""
"N0EOP","2024/10/16","","60","IN","","","","","IN","","","","","","","","","","",""
"N0EPF","2024/10/16","","80","CO","","","","","CO","","","","","","","","","","",""
"N0FCD","2024/10/16","","83","IL","","","","","IL","","","","","","","","","","",""
"N0FN","2024/10/16","","13","IA","","","","","IA","","","","","","","","","","",""
"N0FP","2024/10/16","","70","MN","","","","","MN","","","","","","","","","","",""
"N0FW","2024/10/16","","69","OH","","","","","OH","","","","","","","","","","",""
"N0GC","2024/10/16","","57","ND","","","","","ND","","","","","","","","","","",""
"N0GF","2024/10/16","","99","ND","","","","","ND","","","","","","","","","","",""
"N0GFK","2024/10/16","","13","ND","","","","","ND","","","","","","","","","","",""
"N0GMT","2024/10/16","","67","KS","","","","","KS","","","","","","","","","","",""
"N0GOS","2024/10/16","","61","CO","","","","","CO","","","","","","","","","","",""
"N0GZ","2024/10/16","","0","IA","","","","","IA","","","","","","","","","","",""
"N0HD","2024/10/16","","76","IA","","","","","IA","","","","","","","","","","",""
"N0HF","2024/10/16","","80","CO","","","","","CO","","","","","","","","","","",""
"N0HIO","2024/10/16","","93","CO","","","","","CO","","","","","","","","","","",""
"N0HJZ","2024/10/16","","80","MN","","","","","MN","","","","","","","","","","",""
"N0HR","2024/10/16","","80","IA","","","","","IA","","","","","","","","","","",""
"N0HRL","2024/10/16","","87","MN","","","","","MN","","","","","","","","","","",""
"N0HT","2024/10/16","","58","NFL","","","","","FL","","","","","","","","","","",""
"N0HTV","2024/10/16","","83","NE","","","","","NE","","","","","","","","","","",""
"N0HYL","2024/10/16","","78","KS","","","","","KS","","","","","","","","","","",""
"N0IB","2024/10/16","","0","MO","","","","","MO","","","","","","","","","","",""
"N0ICV","2024/10/16","","87","IL","","","","","IL","","","","","","","","","","",""
"N0IJ","2024/10/16","","57","WI","","","","","WI","","","","","","","","","","",""
"N0IKD","2024/10/16","","71","MN","","","","","MN","","","","","","","","","","",""
"N0IM","2024/10/16","","83","MN","","","","","MN","","","","","","","","","","",""
"N0IRM","2024/10/16","","86","MO","","","","","MO","","","","","","","","","","",""
"N0IRW","2024/10/16","","71","OK","","","","","OK","","","","","","","","","","",""
"N0JBF","2024/10/16","","0","MO","","","","","MO","","","","","","","","","","",""
"N0JCG","2024/10/16","","65","MN","","","","","MN","","","","","","","","","","",""
"N0JK","2024/10/16","","68","KS","","","","","KS","","","","","","","","","","",""
"N0JL","2024/10/16","","66","IA","","","","","IA","","","","","","","","","","",""
"N0JVR","2024/10/16","","67","MO","","","","","MO","","","","","","","","","","",""
"N0KBD","2024/10/16","","87","MN","","","","","MN","","","","","","","","","","",""
"N0KE","2024/10/16","","54","CO","","","","","CO","","","","","","","","","","",""
"N0KEY","2024/10/16","","89","WI","","","","","WI","","","","","","","","","","",""
"N0KGM","2024/10/16","","77","UT","","","","","UT","","","","","","","","","","",""
"N0KK","2024/10/16","","77","MN","","","","","MN","","","","","","","","","","",""
"N0KOE","2024/10/16","","55","NC","","","","","NC","","","","","","","","","","",""
"N0KQ","2024/10/16","","0","SF","","","","","CA","","","","","","","","","","",""
"N0KR","2024/10/16","","84","ND","","","","","ND","","","","","","","","","","",""
"N0KRE","2024/10/16","","84","AZ","","","","","AZ","","","","","","","","","","",""
"N0KTY","2024/10/16","","76","NC","","","","","NC","","","","","","","","","","",""
"N0KVN","2024/10/16","","13","UT","","","","","UT","","","","","","","","","","",""
"N0KWA","2024/10/16","","89","LA","","","","","LA","","","","","","","","","","",""
"N0LD","2024/10/16","","96","KS","","","","","KS","","","","","","","","","","",""
"N0LGU","2024/10/16","","88","NE","","","","","NE","","","","","","","","","","",""
"N0LIA","2024/10/16","","89","NE","","","","","NE","","","","","","","","","","",""
"N0LJD","2024/10/16","","89","NE","","","","","NE","","","","","","","","","","",""
"N0LLH","2024/10/16","","90","KS","","","","","KS","","","","","","","","","","",""
"N0LOH","2024/10/16","","89","IA","","","","","IA","","","","","","","","","","",""
"N0LP","2024/10/16","","0","CO","","","","","CO","","","","","","","","","","",""
"N0LQT","2024/10/16","","89","KS","","","","","KS","","","","","","","","","","",""
"N0LRA","2024/10/16","","90","KS","","","","","KS","","","","","","","","","","",""
"N0LVA","2024/10/16","","87","NM","","","","","NM","","","","","","","","","","",""
"N0LY","2024/10/16","","82","MO","","","","","MO","","","","","","","","","","",""
"N0LZ","2024/10/16","","0","KS","","","","","KS","","","","","","","","","","",""
"N0MA","2024/10/16","","95","IA","","","","","IA","","","","","","","","","","",""
"N0MDC","2024/10/16","","8","MN","","","","","MN","","","","","","","","","","",""
"N0MGQ","2024/10/16","","90","MN","","","","","MN","","","","","","","","","","",""
"N0MHL","2024/10/16","","87","SD","","","","","SD","","","","","","","","","","",""
"N0MK","2024/10/16","","98","MN","","","","","MN","","","","","","","","","","",""
"N0MKH","2024/10/16","","0","IA","","","","","IA","","","","","","","","","","",""
"N0MMA","2024/10/16","","93","CO","","","","","CO","","","","","","","","","","",""
"N0MSB","2024/10/16","","90","WPA","","","","","PA","","","","","","","","","","",""
"N0MTC","2024/10/16","","90","KS","","","","","KS","","","","","","","","","","",""
"N0MY","2024/10/16","","97","MN","","","","","MN","","","","","","","","","","",""
"N0NA","2024/10/16","","63","WWA","","","","","WA","","","","","","","","","","",""
"N0NB","2024/10/16","","83","KS","","","","","KS","","","","","","","","","","",""
"N0NGZ","2024/10/16","","91","IA","","","","","IA","","","","","","","","","","",""
"N0NI","2024/10/16","","77","IA","","","","","IA","","","","","","","","","","",""
"N0NOU","2024/10/16","","0","IA","","","","","IA","","","","","","","","","","",""
"N0NR","2024/10/16","","72","CO","","","","","CO","","","","","","","","","","",""
"N0OA","2024/10/16","","78","MN","","","","","MN","","","","","","","","","","",""
"N0OCT","2024/10/16","","91","MO","","","","","MO","","","","","","","","","","",""
"N0ODK","2024/10/16","","91","MN","","","","","MN","","","","","","","","","","",""
"N0OE","2024/10/16","","2","MN","","","","","MN","","","","","","","","","","",""
"N0OJ","2024/10/16","","97","SFL","","","","","FL","","","","","","","","","","",""
"N0OK","2024/10/16","","65","MN","","","","","MN","","","","","","","","","","",""
"N0OMC","2024/10/16","","91","KS","","","","","KS","","","","","","","","","","",""
"N0ORQ","2024/10/16","","91","CO","","","","","CO","","","","","","","","","","",""
"N0OSC","2024/10/16","","91","IA","","","","","IA","","","","","","","","","","",""
"N0OYM","2024/10/16","","0","CO","","","","","CO","","","","","","","","","","",""
"N0PFY","2024/10/16","","91","MN","","","","","MN","","","","","","","","","","",""
"N0PH","2024/10/16","","75","SD","","","","","SD","","","","","","","","","","",""
"N0PI","2024/10/16","","88","MN","","","","","MN","","","","","","","","","","",""
"N0PKX","2024/10/16","","90","MO","","","","","MO","","","","","","","","","","",""
"N0PO","2024/10/16","","0","MN","","","","","MN","","","","","","","","","","",""
"N0POH","2024/10/16","","91","CO","","","","","CO","","","","","","","","","","",""
"N0PP","2024/10/16","","2","IA","","","","","IA","","","","","","","","","","",""
"N0PVZ","2024/10/16","","94","MO","","","","","MO","","","","","","","","","","",""
"N0QE","2024/10/16","","95","KS","","","","","KS","","","","","","","","","","",""
"N0QO","2024/10/16","","7","CO","","","","","CO","","","","","","","","","","",""
"N0QT","2024/10/16","","96","NM","","","","","NM","","","","","","","","","","",""
"N0RDJ","2024/10/16","","90","ND","","","","","ND","","","","","","","","","","",""
"N0RJ","2024/10/16","","76","MO","","","","","MO","","","","","","","","","","",""
"N0RJC","2024/10/16","","10","MO","","","","","MO","","","","","","","","","","",""
"N0RPI","2024/10/16","","0","MN","","","","","MN","","","","","","","","","","",""
"N0RQ","2024/10/16","","78","NTX","","","","","TX","","","","","","","","","","",""
"N0RU","2024/10/16","","80","CO","","","","","CO","","","","","","","","","","",""
"N0RX","2024/10/16","","92","NE","","","","","NE","","","","","","","","","","",""
"N0RZT","2024/10/16","","92","NE","","","","","NE","","","","","","","","","","",""
"N0SCK","2024/10/16","","92","KS","","","","","KS","","","","","","","","","","",""
"N0SFH","2024/10/16","","92","IA","","","","","IA","","","","","","","","","","",""
"N0SG","2024/10/16","","0","CO","","","","","CO","","","","","","","","","","",""
"N0SJ","2024/10/16","","92","ND","","","","","ND","","","","","","","","","","",""
"N0SO","2024/10/16","","0","MO","","","","","MO","","","","","","","","","","",""
"N0SPP","2024/10/16","","92","IA","","","","","IA","","","","","","","","","","",""
"N0SS","2024/10/16","","58","MO","","","","","MO","","","","","","","","","","",""
"N0SSC","2024/10/16","","7","MO","","","","","MO","","","","","","","","","","",""
"N0SSM","2024/10/16","","54","MO","","","","","","","","","","","","","","","",""
"N0STL","2024/10/16","","92","MN","","","","","MN","","","","","","","","","","",""
"N0STP","2024/10/16","","5","MN","","","","","MN","","","","","","","","","","",""
"N0SXX","2024/10/16","","98","SD","","","","","SD","","","","","","","","","","",""
"N0TA","2024/10/16","","5","CO","","","","","CO","","","","","","","","","","",""
"N0TFU","2024/10/16","","92","KS","","","","","KS","","","","","","","","","","",""
"N0TK","2024/10/16","","61","CO","","","","","CO","","","","","","","","","","",""
"N0TO","2024/10/16","","18","NE","","","","","NE","","","","","","","","","","",""
"N0TT","2024/10/16","","58","MO","","","","","MO","","","","","","","","","","",""
"N0TXK","2024/10/16","","92","IL","","","","","IL","","","","","","","","","","",""
"N0TYE","2024/10/16","","92","MN","","","","","MN","","","","","","","","","","",""
"N0UB","2024/10/16","","77","MO","","","","","MO","","","","","","","","","","",""
"N0UD","2024/10/16","","0","ND","","","","","ND","","","","","","","","","","",""
"N0UI","2024/10/16","","81","MO","","","","","MO","","","","","","","","","","",""
"N0UJJ","2024/10/16","","92","MN","","","","","MN","","","","","","","","","","",""
"N0UJT","2024/10/16","","91","NE","","","","","NE","","","","","","","","","","",""
"N0UK","2024/10/16","","78","MN","","","","","MN","","","","","","","","","","",""
"N0UNL","2024/10/16","","4","NE","","","","","NE","","","","","","","","","","",""
"N0UR","2024/10/16","","67","MN","","","","","MN","","","","","","","","","","",""
"N0UV","2024/10/16","","79","MN","","","","","MN","","","","","","","","","","",""
"N0UX","2024/10/16","","1","CO","","","","","CO","","","","","","","","","","",""
"N0UY","2024/10/16","","92","MN","","","","","MN","","","","","","","","","","",""
"N0VD","2024/10/16","","85","AZ","","","","","AZ","","","","","","","","","","",""
"N0VEK","2024/10/16","","93","SD","","","","","SD","","","","","","","","","","",""
"N0VRM","2024/10/16","","10","MN","","","","","MN","","","","","","","","","","",""
"N0VRP","2024/10/16","","93","KS","","","","","KS","","","","","","","","","","",""
"N0WCH","2024/10/16","","0","CO","","","","","CO","","","","","","","","","","",""
"N0WE","2024/10/16","","95","MN","","","","","MN","","","","","","","","","","",""
"N0WRK","2024/10/16","","6","CO","","","","","CO","","","","","","","","","","",""
"N0WY","2024/10/16","","76","NE","","","","","NE","","","","","","","","","","",""
"N0XC","2024/10/16","","91","WI","","","","","WI","","","","","","","","","","",""
"N0XE","2024/10/16","","74","IA","","","","","IA","","","","","","","","","","",""
"N0XLR","2024/10/16","","93","NTX","","","","","TX","","","","","","","","","","",""
"N0XNH","2024/10/16","","93","MO","","","","","MO","","","","","","","","","","",""
"N0XOC","2024/10/16","","13","MN","","","","","MN","","","","","","","","","","",""
"N0XR","2024/10/16","","87","IA","","","","","IA","","","","","","","","","","",""
"N0XW","2024/10/16","","73","MN","","","","","MN","","","","","","","","","","",""
"N0YH","2024/10/16","","19","MO","","","","","MO","","","","","","","","","","",""
"N0YKN","2024/10/16","","93","MO","","","","","MO","","","","","","","","","","",""
"N0YO","2024/10/16","","93","KS","","","","","KS","","","","","","","","","","",""
"N0YQ","2024/10/16","","13","MN","","","","","MN","","","","","","","","","","",""
"N0YWI","2024/10/16","","93","IA","","","","","IA","","","","","","","","","","",""
"N0YWS","2024/10/16","","93","MO","","","","","MO","","","","","","","","","","",""
"N0YY","2024/10/16","","67","VA","","","","","VA","","","","","","","","","","",""
"N0YYO","2024/10/16","","93","KS","","","","","KS","","","","","","","","","","",""
"N0ZC","2024/10/16","","0","MO","","","","","MO","","","","","","","","","","",""
"N0ZCU","2024/10/16","","93","KS","","","","","KS","","","","","","","","","","",""
"N0ZGO","2024/10/16","","93","NTX","","","","","TX","","","","","","","","","","",""
"N0ZIB","2024/10/16","","94","MO","","","","","MO","","","","","","","","","","",""
"N0ZL","2024/10/16","","77","ND","","","","","ND","","","","","","","","","","",""
"N0ZM","2024/10/16","","99","CO","","","","","CO","","","","","","","","","","",""
"N0ZSN","2024/10/16","","93","CO","","","","","CO","","","","","","","","","","",""
"N0ZTO","2024/10/16","","98","CO","","","","","CO","","","","","","","","","","",""
"N1AA","2024/10/16","","55","NH","","","","","NH","","","","","","","","","","",""
"N1ACI","2024/10/16","","78","CT","","","","","CT","","","","","","","","","","",""
